alpha;gamma;epsilon;no_success;success;steps;deadline_start;deadline_end;percentage
1.0;0.05;0.05;76.4;23.6;26.0;29.33;3.38;11.4874885505
1.0;0.05;0.3;51.8;48.2;23.4;29.8;6.344;21.3883376798
1.0;0.05;0.6;19.2;80.8;21.6;29.61;11.38;38.4153257225
1.0;0.05;0.9;2.0;98.0;14.8;28.8;15.816;54.9112101387
1.0;0.05;1.0;0.4;99.6;12.4;29.34;17.734;60.4674267305
1.0;0.05;9.0;32.6;67.4;20.4;29.31;9.226;31.4798489704
1.0;0.05;99.0;27.8;72.2;24.4;30.23;10.164;33.5473117531
1.0;0.05;999.0;29.8;70.2;29.0;30.07;9.804;32.5757315201
1.0;0.3;0.05;76.0;24.0;22.0;29.76;3.292;11.0861384863
1.0;0.3;0.3;56.4;43.6;29.2;30.25;6.006;19.8178291846
1.0;0.3;0.6;25.2;74.8;20.8;29.64;10.814;36.4423103684
1.0;0.3;0.9;4.6;95.4;23.8;30.05;16.094;53.4786213158
1.0;0.3;1.0;0.4;99.6;14.0;30.22;18.35;60.7001567983
1.0;0.3;9.0;34.6;65.4;21.4;29.68;9.292;31.3164172359
1.0;0.3;99.0;36.2;63.8;15.4;29.82;8.95;29.9607589877
1.0;0.3;999.0;35.4;64.6;25.6;29.42;8.738;29.7405169159
1.0;0.6;0.05;77.2;22.8;23.0;29.67;3.588;12.1043675289
1.0;0.6;0.3;58.4;41.6;16.6;29.77;5.58;18.7167137288
1.0;0.6;0.6;28.0;72.0;15.0;29.56;10.19;34.5243915659
1.0;0.6;0.9;9.6;90.4;13.2;28.96;14.198;48.9954890577
1.0;0.6;1.0;2.0;98.0;12.6;30.3;17.252;56.9401349675
1.0;0.6;9.0;44.0;56.0;24.2;29.31;8.404;28.6373072229
1.0;0.6;99.0;40.8;59.2;25.0;29.37;8.004;27.1830512083
1.0;0.6;999.0;43.8;56.2;18.4;29.85;8.1;27.1319319842
1.0;0.9;0.05;78.2;21.8;36.0;29.8;2.714;9.09664693524
1.0;0.9;0.3;63.6;36.4;17.6;29.76;4.736;15.8382466156
1.0;0.9;0.6;45.0;55.0;27.2;29.97;8.25;27.5157485711
1.0;0.9;0.9;19.6;80.4;20.2;29.93;12.368;41.2936356569
1.0;0.9;1.0;1.8;98.2;20.0;29.97;17.98;59.9827395398
1.0;0.9;9.0;54.0;46.0;22.4;29.77;6.45;21.6870760228
1.0;0.9;99.0;52.2;47.8;22.8;29.78;6.85;22.9927725819
1.0;0.9;999.0;49.0;51.0;20.2;29.67;7.01;23.6331528107
1.0;1.0;0.05;80.6;19.4;33.2;30.06;2.864;9.48522797291
1.0;1.0;0.3;72.8;27.2;32.0;30.02;4.064;13.5380980103
1.0;1.0;0.6;66.8;33.2;19.4;29.5;4.814;16.3260140398
1.0;1.0;0.9;68.2;31.8;22.6;29.76;4.87;16.472557807
1.0;1.0;1.0;4.0;96.0;17.0;29.2;16.286;55.8319560857
1.0;1.0;9.0;72.2;27.8;23.0;30.38;4.132;13.5917082088
1.0;1.0;99.0;69.8;30.2;19.6;30.04;4.828;16.0368276294
1.0;1.0;999.0;66.6;33.4;22.6;30.01;4.806;15.9892794352
1.0;9.0;0.05;77.2;22.8;21.2;30.15;3.688;12.2857390566
1.0;9.0;0.3;78.0;22.0;19.4;30.07;3.024;10.0568602364
1.0;9.0;0.6;74.8;25.2;29.0;29.66;3.414;11.528361055
1.0;9.0;0.9;20.2;79.8;16.0;29.97;12.576;42.0477003749
1.0;9.0;1.0;2.6;97.4;12.0;30.12;17.756;58.899715628
1.0;9.0;9.0;78.4;21.6;27.0;29.61;2.85;9.59341714907
1.0;9.0;99.0;75.2;24.8;22.6;29.47;3.262;11.0806292652
1.0;9.0;999.0;74.8;25.2;23.0;29.89;3.176;10.5842083667
1.0;99.0;0.05;78.4;21.6;34.0;30.36;3.546;11.6809759891
1.0;99.0;0.3;77.4;22.6;29.0;29.98;3.308;11.0370074937
1.0;99.0;0.6;71.8;28.2;26.0;29.96;4.14;13.7655893819
1.0;99.0;0.9;26.2;73.8;19.8;29.66;11.49;38.6886181275
1.0;99.0;1.0;4.2;95.8;8.8;29.71;17.13;57.6532530217
1.0;99.0;9.0;76.0;24.0;31.8;30.18;3.612;11.9599230099
1.0;99.0;99.0;72.2;27.8;32.2;29.86;3.662;12.2773650832
1.0;99.0;999.0;77.0;23.0;23.6;29.57;3.164;10.701896752
1.0;999.0;0.05;76.2;23.8;24.0;29.9;3.218;10.7808690488
1.0;999.0;0.3;74.8;25.2;26.0;29.79;3.342;11.2126123382
1.0;999.0;0.6;67.0;33.0;23.8;30.06;4.278;14.1741547305
1.0;999.0;0.9;26.8;73.2;16.8;30.66;11.19;36.5577911702
1.0;999.0;1.0;3.2;96.8;13.2;30.0;16.75;55.7008077739
1.0;999.0;9.0;70.0;30.0;28.0;30.03;4.04;13.4673301806
1.0;999.0;99.0;73.6;26.4;30.0;29.95;3.904;13.0345416534
1.0;999.0;999.0;70.4;29.6;26.8;29.53;3.746;12.6637688744
9.0;0.05;0.05;78.2;21.8;36.0;29.8;3.32;11.0799015184
9.0;0.05;0.3;53.4;46.6;18.0;29.09;5.892;20.2995838324
9.0;0.05;0.6;25.6;74.4;17.0;29.58;10.634;35.9447611635
9.0;0.05;0.9;5.6;94.4;10.4;29.74;15.742;52.9489781448
9.0;0.05;1.0;1.6;98.4;14.0;30.05;16.716;55.6421124659
9.0;0.05;9.0;36.4;63.6;20.6;29.49;8.63;29.1919950354
9.0;0.05;99.0;31.2;68.8;24.4;30.32;9.722;32.0428874885
9.0;0.05;999.0;32.6;67.4;27.6;29.68;9.16;30.8015568967
9.0;0.3;0.05;78.2;21.8;17.8;29.38;3.05;10.3661622178
9.0;0.3;0.3;54.8;45.2;22.4;30.32;6.106;20.1488091429
9.0;0.3;0.6;29.2;70.8;20.8;29.61;10.232;34.4824085674
9.0;0.3;0.9;6.6;93.4;15.8;29.44;14.38;48.7575750992
9.0;0.3;1.0;4.0;96.0;14.4;30.03;17.312;57.589073902
9.0;0.3;9.0;37.8;62.2;27.8;29.7;8.394;28.2749282966
9.0;0.3;99.0;38.4;61.6;21.2;29.11;8.368;28.7241928636
9.0;0.3;999.0;39.0;61.0;22.2;29.58;8.916;30.2152710739
9.0;0.6;0.05;79.6;20.4;26.0;29.44;2.894;9.85940495465
9.0;0.6;0.3;59.4;40.6;23.0;30.37;5.854;19.2681847391
9.0;0.6;0.6;31.4;68.6;19.4;29.56;9.504;32.1564653184
9.0;0.6;0.9;16.8;83.2;12.6;29.86;13.472;45.0751200151
9.0;0.6;1.0;5.2;94.8;15.2;29.66;16.558;55.9001033546
9.0;0.6;9.0;42.6;57.4;11.2;29.91;7.704;25.7491894566
9.0;0.6;99.0;40.0;60.0;26.4;30.3;8.208;27.0874139309
9.0;0.6;999.0;43.0;57.0;14.2;29.17;7.322;25.1223924098
9.0;0.9;0.05;80.2;19.8;32.0;29.57;2.988;10.112060085
9.0;0.9;0.3;64.4;35.6;35.0;30.77;5.122;16.6668620706
9.0;0.9;0.6;40.2;59.8;32.6;29.67;8.606;28.985992915
9.0;0.9;0.9;17.8;82.2;15.8;29.99;13.296;44.342896966
9.0;0.9;1.0;4.6;95.4;16.8;29.81;16.882;56.6230279901
9.0;0.9;9.0;43.6;56.4;21.8;30.24;8.186;26.973692513
9.0;0.9;99.0;48.4;51.6;27.4;29.49;7.138;24.1509206987
9.0;0.9;999.0;50.0;50.0;20.2;29.42;6.56;22.3210305505
9.0;1.0;0.05;78.6;21.4;28.2;30.03;3.418;11.3361863993
9.0;1.0;0.3;69.8;30.2;29.0;30.27;4.006;13.2286160463
9.0;1.0;0.6;63.8;36.2;21.0;30.15;4.902;16.3052707967
9.0;1.0;0.9;66.0;34.0;22.8;29.35;4.526;15.3281608912
9.0;1.0;1.0;17.0;83.0;11.0;29.75;14.812;49.7940955416
9.0;1.0;9.0;65.2;34.8;24.4;29.61;4.664;15.775870728
9.0;1.0;99.0;63.0;37.0;28.0;29.85;4.95;16.5888213601
9.0;1.0;999.0;73.2;26.8;24.0;29.53;3.878;13.0793858315
9.0;9.0;0.05;73.4;26.6;26.4;30.26;4.062;13.413949662
9.0;9.0;0.3;56.2;43.8;25.8;29.89;5.556;18.6012445056
9.0;9.0;0.6;23.2;76.8;23.0;29.24;10.344;35.3467789663
9.0;9.0;0.9;6.4;93.6;18.8;30.33;16.168;53.254863255
9.0;9.0;1.0;3.0;97.0;14.0;30.83;17.386;56.3915126492
9.0;9.0;9.0;34.4;65.6;22.4;29.51;8.956;30.3089655341
9.0;9.0;99.0;33.4;66.6;21.2;29.85;9.22;30.7857835265
9.0;9.0;999.0;33.8;66.2;20.0;29.86;8.97;29.9999758003
9.0;99.0;0.05;79.6;20.4;31.0;28.68;3.14;10.8232024911
9.0;99.0;0.3;59.8;40.2;25.6;29.75;5.542;18.5972459407
9.0;99.0;0.6;26.0;74.0;21.4;29.68;10.618;35.7500397718
9.0;99.0;0.9;8.2;91.8;13.8;30.57;15.212;49.6605727536
9.0;99.0;1.0;4.8;95.2;18.0;29.77;16.27;54.6508650495
9.0;99.0;9.0;36.8;63.2;9.4;30.13;8.93;29.6567838849
9.0;99.0;99.0;37.0;63.0;18.4;29.42;8.534;28.9910730529
9.0;99.0;999.0;35.0;65.0;20.8;29.8;8.448;28.349497314
9.0;999.0;0.05;78.6;21.4;28.8;29.66;3.248;10.9257281121
9.0;999.0;0.3;56.2;43.8;22.8;29.91;6.282;21.0388163725
9.0;999.0;0.6;29.8;70.2;18.4;29.74;9.832;33.0917784965
9.0;999.0;0.9;9.4;90.6;10.4;29.77;14.616;49.0587664724
9.0;999.0;1.0;3.0;97.0;16.4;30.23;17.278;57.0620413967
9.0;999.0;9.0;35.2;64.8;20.0;29.97;8.924;29.7555108145
9.0;999.0;99.0;36.2;63.8;24.6;29.94;8.636;28.8485806801
9.0;999.0;999.0;35.8;64.2;24.6;30.36;8.924;29.4054634665
99.0;0.05;0.05;78.0;22.0;29.8;29.3;2.288;7.78970132367
99.0;0.05;0.3;50.8;49.2;26.4;30.36;6.488;21.3634334999
99.0;0.05;0.6;21.2;78.8;20.8;30.41;11.948;39.2635953323
99.0;0.05;0.9;2.6;97.4;15.2;30.41;16.732;55.012902096
99.0;0.05;1.0;2.2;97.8;8.8;29.17;16.584;56.8881000727
99.0;0.05;9.0;29.8;70.2;18.4;29.49;9.788;33.0880549908
99.0;0.05;99.0;30.2;69.8;28.4;29.98;9.76;32.4944326326
99.0;0.05;999.0;31.2;68.8;20.0;29.49;9.628;32.59674985
99.0;0.3;0.05;76.2;23.8;29.0;29.3;2.83;9.65718329123
99.0;0.3;0.3;58.2;41.8;28.4;29.09;5.854;20.1385675908
99.0;0.3;0.6;26.2;73.8;27.8;29.39;10.266;34.9167592376
99.0;0.3;0.9;5.8;94.2;8.8;29.42;15.246;51.8143710201
99.0;0.3;1.0;3.0;97.0;17.6;30.34;16.644;54.8844549323
99.0;0.3;9.0;34.4;65.6;24.4;29.01;8.61;29.6076411474
99.0;0.3;99.0;38.4;61.6;20.0;30.07;8.102;26.937890159
99.0;0.3;999.0;39.0;61.0;22.4;29.64;8.722;29.4336451106
99.0;0.6;0.05;78.6;21.4;36.0;30.3;3.196;10.598331881
99.0;0.6;0.3;56.2;43.8;26.8;29.94;5.606;18.7476520865
99.0;0.6;0.6;35.0;65.0;30.6;30.06;9.068;30.1707645493
99.0;0.6;0.9;10.4;89.6;17.0;29.15;14.194;48.6646029021
99.0;0.6;1.0;4.4;95.6;16.2;29.6;16.54;55.9162420645
99.0;0.6;9.0;37.6;62.4;22.4;29.82;8.012;26.9066902422
99.0;0.6;99.0;43.2;56.8;26.4;29.82;7.574;25.4157274508
99.0;0.6;999.0;42.0;58.0;14.8;30.22;8.152;26.9302991384
99.0;0.9;0.05;78.0;22.0;24.4;29.67;3.114;10.4530521199
99.0;0.9;0.3;61.0;39.0;19.2;29.39;5.504;18.7205459674
99.0;0.9;0.6;40.6;59.4;14.2;29.97;8.79;29.2961452199
99.0;0.9;0.9;15.0;85.0;17.0;29.6;12.618;42.5802971423
99.0;0.9;1.0;8.4;91.6;10.0;29.89;15.856;53.059532544
99.0;0.9;9.0;43.8;56.2;15.6;29.27;7.672;26.2319775287
99.0;0.9;99.0;46.0;54.0;23.6;30.31;7.358;24.2672496446
99.0;0.9;999.0;51.8;48.2;24.4;29.22;6.996;23.9236903983
99.0;1.0;0.05;83.8;16.2;30.0;29.79;2.386;8.03452163804
99.0;1.0;0.3;75.2;24.8;21.4;29.74;3.69;12.3323393935
99.0;1.0;0.6;71.2;28.8;29.0;29.62;4.202;14.1272535298
99.0;1.0;0.9;56.0;44.0;24.0;29.68;6.83;22.7243205406
99.0;1.0;1.0;1.0;99.0;13.0;29.33;16.834;57.3915952581
99.0;1.0;9.0;64.2;35.8;28.4;29.71;4.666;15.6843959001
99.0;1.0;99.0;59.8;40.2;16.0;30.0;5.612;18.6682511104
99.0;1.0;999.0;68.8;31.2;16.2;29.58;4.396;14.8416372807
99.0;9.0;0.05;77.4;22.6;34.0;29.41;3.448;11.7945542879
99.0;9.0;0.3;58.4;41.6;31.4;29.18;5.34;18.3208116866
99.0;9.0;0.6;26.2;73.8;18.0;29.82;10.364;34.7515032162
99.0;9.0;0.9;7.8;92.2;17.4;29.96;14.864;49.6988946015
99.0;9.0;1.0;2.4;97.6;8.0;29.59;17.678;59.8252230841
99.0;9.0;9.0;34.8;65.2;20.8;29.71;9.104;30.6221684086
99.0;9.0;99.0;42.4;57.6;25.0;29.86;7.932;26.6424168966
99.0;9.0;999.0;37.0;63.0;23.8;30.27;8.426;27.8103118038
99.0;99.0;0.05;76.0;24.0;22.4;30.2;3.96;13.1163691447
99.0;99.0;0.3;58.6;41.4;21.2;29.67;5.852;19.7042778598
99.0;99.0;0.6;31.4;68.6;25.4;29.08;9.13;31.3955492652
99.0;99.0;0.9;8.0;92.0;13.4;29.84;14.958;50.1312131615
99.0;99.0;1.0;5.0;95.0;11.8;30.46;16.566;54.440820796
99.0;99.0;9.0;34.2;65.8;22.0;30.16;8.888;29.4352430489
99.0;99.0;99.0;34.4;65.6;24.2;30.1;9.262;30.7633801142
99.0;99.0;999.0;34.4;65.6;19.6;29.49;9.144;31.051339725
99.0;999.0;0.05;76.0;24.0;23.8;29.37;3.46;11.8212415852
99.0;999.0;0.3;59.0;41.0;16.6;28.88;5.348;18.5479289691
99.0;999.0;0.6;28.8;71.2;18.4;29.41;10.358;35.2293565375
99.0;999.0;0.9;5.8;94.2;9.8;29.67;15.502;52.2214627794
99.0;999.0;1.0;3.6;96.4;12.2;30.17;16.332;54.1078195371
99.0;999.0;9.0;42.0;58.0;24.6;29.38;8.306;28.2523974716
99.0;999.0;99.0;40.2;59.8;26.2;29.7;7.836;26.4073546932
99.0;999.0;999.0;39.8;60.2;27.0;29.71;8.586;28.9322702575
999.0;0.05;0.05;76.6;23.4;31.0;28.82;3.37;11.6969351536
999.0;0.05;0.3;57.8;42.2;26.2;29.22;5.458;18.6293928896
999.0;0.05;0.6;19.6;80.4;20.8;29.76;11.262;37.866418855
999.0;0.05;0.9;4.4;95.6;9.4;29.62;15.83;53.4503621649
999.0;0.05;1.0;2.6;97.4;12.8;29.67;16.946;57.1092183955
999.0;0.05;9.0;32.6;67.4;18.0;29.78;9.286;31.206427642
999.0;0.05;99.0;32.8;67.2;16.2;29.95;9.158;30.6106199972
999.0;0.05;999.0;35.0;65.0;26.0;29.65;8.688;29.3250396773
999.0;0.3;0.05;78.4;21.6;29.6;29.64;3.276;11.0301685415
999.0;0.3;0.3;53.6;46.4;24.4;30.42;6.724;22.0497541082
999.0;0.3;0.6;26.8;73.2;21.6;29.81;11.034;37.0104962479
999.0;0.3;0.9;6.2;93.8;20.0;29.92;15.564;52.0563565334
999.0;0.3;1.0;1.6;98.4;19.8;29.92;16.604;55.4921617771
999.0;0.3;9.0;38.0;62.0;19.6;29.57;8.608;29.0915734309
999.0;0.3;99.0;35.6;64.4;26.4;30.5;8.964;29.364561639
999.0;0.3;999.0;34.8;65.2;29.6;30.35;9.472;31.2059400028
999.0;0.6;0.05;78.4;21.6;17.2;29.34;3.154;10.707915145
999.0;0.6;0.3;61.4;38.6;23.8;30.47;6.046;19.7965127767
999.0;0.6;0.6;36.8;63.2;28.8;29.94;9.258;31.0390683671
999.0;0.6;0.9;12.0;88.0;13.6;29.59;14.224;48.1000266604
999.0;0.6;1.0;2.2;97.8;14.2;29.43;16.92;57.5668779835
999.0;0.6;9.0;43.6;56.4;27.4;30.16;8.068;26.6905156993
999.0;0.6;99.0;42.6;57.4;22.2;29.17;7.84;26.8530122082
999.0;0.6;999.0;42.4;57.6;23.0;29.91;8.158;27.2948432838
999.0;0.9;0.05;77.2;22.8;25.8;29.74;3.228;10.8653731214
999.0;0.9;0.3;57.8;42.2;24.6;29.5;5.386;18.2667330574
999.0;0.9;0.6;35.6;64.4;29.6;29.7;9.196;31.0060161003
999.0;0.9;0.9;13.6;86.4;15.8;29.57;13.526;45.7405184377
999.0;0.9;1.0;8.6;91.4;16.8;29.69;15.61;52.5999516523
999.0;0.9;9.0;44.0;56.0;31.0;29.47;7.81;26.4916624149
999.0;0.9;99.0;44.0;56.0;23.6;30.14;7.906;26.2218882826
999.0;0.9;999.0;46.8;53.2;31.4;29.39;7.098;24.1910564552
999.0;1.0;0.05;79.2;20.8;31.0;29.67;2.88;9.72334916488
999.0;1.0;0.3;71.2;28.8;32.4;30.16;3.938;13.0229305221
999.0;1.0;0.6;66.4;33.6;31.0;29.84;4.806;16.063769855
999.0;1.0;0.9;65.4;34.6;27.8;29.4;4.2;14.3192264472
999.0;1.0;1.0;8.4;91.6;18.0;30.19;15.506;51.3250966557
999.0;1.0;9.0;64.0;36.0;33.6;30.76;4.846;15.7852291863
999.0;1.0;99.0;64.0;36.0;30.4;29.43;5.234;17.798968836
999.0;1.0;999.0;63.8;36.2;22.4;29.51;5.072;17.2077678271
999.0;9.0;0.05;77.8;22.2;25.6;29.79;3.154;10.5812352001
999.0;9.0;0.3;60.4;39.6;24.4;30.61;5.642;18.3406782404
999.0;9.0;0.6;34.4;65.6;18.8;30.28;8.956;29.4819322533
999.0;9.0;0.9;7.2;92.8;12.2;29.33;15.022;51.0957094315
999.0;9.0;1.0;2.4;97.6;10.8;29.03;16.67;57.4467636013
999.0;9.0;9.0;41.0;59.0;22.2;29.74;8.182;27.4998075225
999.0;9.0;99.0;40.4;59.6;23.8;29.77;8.13;27.3200532838
999.0;9.0;999.0;43.6;56.4;13.8;29.51;7.526;25.4701445082
999.0;99.0;0.05;75.0;25.0;37.0;29.37;3.694;12.5495651333
999.0;99.0;0.3;55.6;44.4;40.0;30.15;6.324;20.909952326
999.0;99.0;0.6;31.8;68.2;14.0;30.19;9.82;32.5463710094
999.0;99.0;0.9;7.4;92.6;15.4;29.72;14.626;49.2422810856
999.0;99.0;1.0;4.0;96.0;18.4;29.9;16.46;54.9622227927
999.0;99.0;9.0;41.4;58.6;12.2;29.71;8.564;28.7923028828
999.0;99.0;99.0;40.6;59.4;15.6;29.81;8.386;28.0575930108
999.0;99.0;999.0;40.0;60.0;25.6;30.5;8.464;27.837881742
999.0;999.0;0.05;75.8;24.2;35.0;29.81;3.6;12.105048789
999.0;999.0;0.3;62.6;37.4;29.0;29.65;5.24;17.6771732794
999.0;999.0;0.6;33.0;67.0;21.2;29.29;9.294;31.7206752732
999.0;999.0;0.9;6.8;93.2;12.8;29.86;15.41;51.624281611
999.0;999.0;1.0;2.4;97.6;11.2;29.98;16.746;55.9584782291
999.0;999.0;9.0;36.8;63.2;21.0;30.37;8.8;28.8942833926
999.0;999.0;99.0;37.8;62.2;23.0;29.72;8.374;28.1735587409
999.0;999.0;999.0;42.8;57.2;25.4;29.97;7.958;26.5336373228
